age,overall_rating,potential,wage,international_reputation(1-5),skill_moves(1-5),release_clause_euro,club_rating,contract_end_year,national_rating,crossing,finishing,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,reactions,shot_power,stamina,long_shots,positioning,vision,penalties,composure,traits,body_type_Normal,body_type_Stocky,preferred_foot_Right
22,63,70,0.005319148936170213,1,2,0.004357866014384932,79,19,0.0,58,30,63,33,43,50,36,68,54,59,33,61,32,51,54,48,54,0,0,0,0
24,76,81,0.04609929078014184,1,1,0.05866561877723666,79,21,0.0,13,10,24,19,18,14,20,22,27,71,22,28,14,13,58,20,30,1,1,0,1
22,54,66,0.0,1,2,0.0006976117834577702,64,19,0.0,45,32,53,36,49,38,39,54,54,54,51,53,37,31,54,48,41,0,1,0,1
25,64,67,0.0035460992907801418,1,1,0.003077439323228265,70,22,0.0,19,18,29,18,15,19,19,27,22,62,19,26,12,14,25,22,56,0,1,0,1
35,70,70,0.0070921985815602835,1,3,0.007007024685743553,69,19,0.0,72,64,75,74,72,70,61,72,75,63,82,54,77,71,72,74,80,1,1,0,1
18,61,80,0.0,1,2,0.004163594378485299,71,21,0.0,57,42,60,38,60,46,40,57,59,55,58,67,34,45,53,36,46,0,1,0,1
19,61,73,0.005319148936170213,1,2,0.004115026469510391,70,19,0.0,32,71,45,46,41,30,28,32,55,55,71,50,45,65,42,52,52,0,1,0,1
24,70,79,0.005319148936170213,1,3,0.020252818042536657,69,23,0.0,62,55,71,50,74,66,59,60,72,64,49,67,72,68,70,57,68,4,0,0,0
24,79,82,0.10106382978723404,3,4,0.1394649582536746,77,23,0.0,75,70,78,68,89,84,77,62,86,75,75,70,66,78,77,77,76,4,1,0,1
37,59,59,0.0,1,2,5.298317342717242e-05,61,22,0.0,25,38,58,42,32,30,22,51,45,42,49,31,48,40,51,18,64,0,1,0,1
23,65,72,0.0,1,3,0.005240918904837805,65,20,0.0,57,54,67,45,70,64,54,64,67,61,61,68,54,59,65,48,62,0,0,0,1
30,68,68,0.0070921985815602835,1,3,0.007007024685743553,67,20,0.0,55,69,62,61,64,60,45,58,66,66,65,81,62,70,63,62,69,4,1,0,1
20,59,65,0.0,1,1,0.0013334098645838392,70,20,0.0,19,18,29,13,12,20,11,16,20,53,20,41,19,19,48,17,36,0,0,0,1
27,64,65,0.0017730496453900709,1,2,0.003647008437570368,65,19,0.0,40,61,57,53,58,47,46,41,61,62,68,63,53,60,50,55,55,0,1,0,1
24,60,64,0.0,1,2,0.001523266236031207,67,19,0.0,33,60,63,49,59,49,44,48,52,60,62,61,55,56,64,64,47,0,0,0,0
28,68,68,0.0070921985815602835,1,2,0.0047993924596113685,70,20,0.0,62,51,67,34,52,38,36,59,59,64,66,82,48,66,42,44,54,1,1,0,1
22,76,85,0.044326241134751775,1,4,0.11120726575918265,75,23,0.0,66,71,70,68,83,72,52,65,82,69,78,73,72,75,67,70,74,4,0,0,1
20,61,78,0.005319148936170213,1,3,0.005682445350064242,80,21,0.0,50,42,63,48,68,52,51,59,64,52,44,44,42,49,64,47,55,0,0,0,1
24,70,76,0.0,1,3,0.022018923823442404,73,20,0.0,42,37,69,44,63,46,49,73,66,64,62,71,47,54,55,50,56,1,0,0,1
22,60,67,0.0,1,1,0.0017528599875489543,62,19,0.0,14,18,25,10,16,15,11,30,22,52,23,24,13,5,40,23,41,0,1,0,0
28,75,75,0.047872340425531915,1,3,0.06043172455814241,75,20,0.0,64,78,79,59,73,53,59,78,75,80,70,85,75,79,72,53,80,0,0,0,1
33,64,64,0.0,1,1,0.002468132828815782,69,20,0.0,13,7,17,6,10,13,13,19,11,38,22,17,5,8,24,12,28,0,1,0,1
29,68,68,0.005319148936170213,1,2,0.006565498240517116,71,20,0.0,62,33,66,37,63,50,40,63,65,68,58,70,42,53,60,49,64,2,1,0,1
22,58,65,0.0,1,2,0.0010949855841615634,65,21,0.0,35,29,63,25,51,34,39,61,59,56,48,69,42,30,58,41,60,0,1,0,1
27,70,71,0.02304964539007092,1,3,0.016720606480725164,72,23,0.0,70,70,67,50,73,51,42,58,72,60,78,65,68,62,58,61,67,1,1,0,0
31,64,64,0.0017730496453900709,1,2,0.002454887035458989,64,20,0.0,53,27,58,35,52,48,52,54,54,55,50,75,31,44,47,37,57,0,0,0,1
29,61,63,0.0,1,1,0.0014040540958200692,70,19,0.0,18,17,39,12,15,16,14,36,17,54,24,39,13,13,13,21,41,0,1,0,1
19,65,79,0.0017730496453900709,1,2,0.011863815583234358,80,22,0.0,31,24,62,34,39,31,35,56,56,60,54,66,37,33,41,49,54,0,1,0,1
28,74,74,0.0797872340425532,1,3,0.04762745764657574,74,22,75.0,67,74,66,61,71,80,85,46,69,72,81,71,71,75,62,68,68,3,1,0,0
27,68,69,0.012411347517730497,1,3,0.007007024685743553,68,21,0.0,39,69,50,53,64,41,30,30,68,58,68,80,59,72,46,62,51,0,1,0,1
20,54,70,0.0,1,2,0.0011656298153977932,63,21,0.0,37,40,56,32,58,34,35,57,57,56,48,62,38,53,48,41,37,0,1,0,1
27,80,82,0.17375886524822695,2,2,0.12754374423256082,83,20,0.0,54,36,77,50,65,63,22,74,69,78,66,73,48,51,72,42,75,1,0,0,1
27,68,68,0.0070921985815602835,1,2,0.004220992816364736,64,21,0.0,47,55,62,27,53,44,40,58,57,67,52,76,32,44,44,46,67,0,1,0,1
36,76,76,0.01950354609929078,2,1,0.009214656911875736,72,20,82.0,17,12,36,17,14,23,10,32,18,74,25,40,12,12,47,23,68,0,1,0,1
25,68,70,0.0035460992907801418,1,3,0.008331604021422863,69,19,0.0,58,58,69,51,70,63,60,59,66,62,70,77,64,64,63,55,63,1,1,0,1
26,65,68,0.0017730496453900709,1,2,0.004357866014384932,66,20,0.0,62,30,60,32,62,47,40,48,62,61,50,68,40,48,51,43,57,0,1,0,1
17,52,67,0.0,1,2,0.0006887812545532415,67,21,0.0,36,32,53,30,42,35,39,52,47,48,47,62,28,32,37,44,43,0,0,0,1
31,73,73,0.01950354609929078,1,2,0.024668082494801027,70,21,0.0,43,57,77,63,58,63,54,75,60,64,80,75,73,54,65,62,61,1,1,0,1
28,67,68,0.0070921985815602835,1,2,0.0047993924596113685,68,19,0.0,70,30,59,28,71,39,22,55,61,59,38,70,30,57,39,27,53,1,1,0,1
20,67,77,0.0017730496453900709,1,2,0.008331604021422863,73,20,0.0,50,38,70,47,59,45,43,65,66,60,63,68,48,51,55,54,56,0,1,0,1
28,68,68,0.005319148936170213,1,3,0.004084119618344541,73,20,67.0,63,54,70,42,63,56,51,56,66,62,67,92,63,65,59,56,66,2,1,0,1
28,64,64,0.0017730496453900709,1,2,0.0036116863219522533,65,20,0.0,48,35,68,34,57,42,35,65,65,61,60,80,52,54,58,47,56,0,1,0,1
21,57,66,0.0,1,3,0.0011082313775183565,67,20,0.0,33,57,53,50,65,43,29,42,63,48,61,49,53,49,55,62,47,0,1,0,1
37,69,69,0.005319148936170213,2,3,0.002384242804222759,69,19,0.0,70,65,71,68,69,71,66,70,70,67,69,58,64,66,72,80,74,1,0,0,1
22,64,73,0.0,1,3,0.004357866014384932,64,22,0.0,55,57,63,49,63,40,54,61,63,64,69,76,62,59,63,45,59,2,0,0,1
27,71,72,0.04609929078014184,1,3,0.01981129159731022,72,21,0.0,63,47,65,39,69,57,43,54,66,56,49,85,44,66,60,51,68,2,1,0,1
19,57,76,0.0,1,2,0.002251784870654828,68,20,0.0,53,55,47,49,62,47,42,43,56,47,58,48,41,54,43,61,47,0,1,0,1
26,68,72,0.01950354609929078,1,2,0.0074485511309699895,71,20,0.0,68,55,70,52,61,53,49,71,66,60,72,78,61,53,65,57,50,1,0,1,1
27,73,74,0.012411347517730497,1,2,0.023343503159121714,70,21,0.0,60,35,68,39,55,35,32,66,64,68,63,77,48,55,47,45,60,0,0,0,1
35,66,66,0.010638297872340425,1,3,0.002878752422876368,72,21,0.0,42,67,44,71,74,44,42,32,72,67,52,67,63,72,42,55,53,1,1,0,1
21,72,80,0.02127659574468085,1,3,0.040563034522952755,74,22,73.0,68,70,71,67,76,49,45,62,75,67,64,58,63,70,73,56,63,0,0,0,1
25,71,74,0.0070921985815602835,1,2,0.017603659371178037,69,19,0.0,40,26,66,20,55,30,28,64,50,62,54,75,26,30,34,63,60,1,1,0,1
27,74,74,0.04609929078014184,1,2,0.04762745764657574,75,21,0.0,51,74,67,76,62,55,53,52,61,75,81,61,77,77,51,77,65,1,1,0,1
25,76,79,0.014184397163120567,1,1,0.057782565886783786,74,21,0.0,15,16,34,11,15,12,12,35,24,67,26,33,15,16,61,23,57,0,0,0,1
26,62,65,0.0017730496453900709,1,2,0.0027992776627356096,68,21,0.0,56,58,62,51,62,57,54,55,66,48,63,67,52,57,55,54,62,0,0,0,1
30,73,73,0.0,1,3,0.02952487339229183,73,22,0.0,75,52,73,45,66,57,73,60,70,65,81,79,53,61,63,40,65,0,0,0,0
20,51,60,0.0,1,2,0.0047993924596113685,66,20,0.0,38,23,30,27,57,30,29,29,29,54,30,54,24,37,40,37,41,0,1,0,0
24,68,73,0.02304964539007092,1,3,0.010539236247555048,70,20,0.0,64,70,69,57,70,69,70,60,70,64,67,68,61,64,62,61,58,3,0,0,1
32,78,78,0.05673758865248227,2,2,0.052484248544066546,78,21,0.0,44,46,73,65,44,45,67,75,59,76,74,68,63,31,49,54,78,2,1,0,1
22,62,71,0.0,1,1,0.0021855559038708623,66,21,0.0,11,9,23,6,11,10,11,25,13,49,12,20,7,9,24,12,32,0,0,0,1
34,64,64,0.0017730496453900709,1,3,0.0014349609469859197,67,19,0.0,57,61,66,55,63,62,63,65,64,60,65,49,62,63,65,65,65,1,1,0,1
26,82,85,0.2907801418439716,2,4,0.2626508364718505,86,20,0.0,72,73,86,76,87,75,61,76,84,79,79,67,82,77,81,67,80,4,1,0,0
36,63,63,0.0,1,2,0.0005210012053671955,66,19,0.0,32,40,51,31,39,23,34,49,55,65,44,31,43,37,42,29,67,1,1,0,1
23,60,65,0.0017730496453900709,1,2,0.0021414032593482187,69,19,0.0,28,26,39,29,30,33,34,31,32,45,46,65,21,23,31,44,47,0,0,0,1
25,70,73,0.0070921985815602835,1,3,0.017603659371178037,70,22,0.0,66,41,64,56,70,67,38,53,71,70,65,89,61,53,49,46,52,0,1,0,1
28,64,64,0.0,1,3,0.002984718769730713,64,19,0.0,61,65,55,57,62,53,44,39,57,60,71,53,54,62,49,58,63,1,1,0,1
25,67,70,0.0017730496453900709,1,3,0.005682445350064242,69,19,0.0,51,36,68,49,66,60,60,64,67,65,53,77,58,54,63,50,63,0,1,0,0
29,70,72,0.02304964539007092,1,1,0.011422289138007921,69,19,0.0,13,13,23,13,14,11,11,18,21,61,18,40,13,14,53,21,57,0,0,1,1
30,60,61,0.0017730496453900709,1,1,0.0010199260884730691,68,19,0.0,9,9,24,6,10,13,9,25,16,59,24,22,10,6,30,12,42,0,1,0,1
26,73,75,0.024822695035460994,2,1,0.027758767611386084,72,21,0.0,15,12,31,16,15,15,15,25,23,69,20,45,15,15,35,23,54,2,1,0,1
27,67,70,0.0070921985815602835,1,2,0.0074485511309699895,71,19,0.0,54,41,70,33,54,43,54,67,69,58,61,67,52,36,45,55,62,0,1,0,1
23,59,68,0.0017730496453900709,1,2,0.0017440294586444254,69,23,0.0,45,49,60,42,55,47,45,58,60,62,54,66,48,54,54,41,57,0,1,0,1
28,73,74,0.026595744680851064,1,2,0.02952487339229183,72,19,0.0,57,38,64,41,48,55,44,64,66,78,55,84,43,51,38,38,69,1,1,0,1
29,67,67,0.0017730496453900709,1,2,0.003390923099339035,67,23,0.0,22,20,49,29,31,22,25,23,41,56,50,72,19,25,34,38,59,0,1,0,1
30,77,77,0.030141843971631204,2,3,0.0555749336606516,74,21,0.0,62,40,78,56,67,65,58,78,75,73,84,75,79,61,75,58,75,2,0,0,1
26,65,67,0.0017730496453900709,1,3,0.003647008437570368,65,21,0.0,64,39,62,32,60,46,59,59,61,66,73,80,48,50,56,52,50,2,0,0,0
23,62,67,0.0017730496453900709,1,2,0.003165744612273552,65,19,0.0,63,53,59,40,62,44,52,54,60,53,55,73,42,54,56,53,50,0,0,0,0
22,68,79,0.008865248226950355,1,3,0.011422289138007921,69,21,0.0,56,53,65,47,76,48,42,60,69,61,55,65,58,63,58,39,63,2,0,0,0
23,74,81,0.02127659574468085,1,4,0.08294957326469068,75,20,64.0,47,74,64,65,79,76,73,61,72,73,75,76,60,74,56,65,63,2,1,0,0
19,57,77,0.0,1,1,0.0047993924596113685,63,19,0.0,12,9,28,6,8,11,11,23,17,48,17,24,7,5,35,14,40,0,0,0,1
24,71,76,0.012411347517730497,1,3,0.01848671226163091,69,20,0.0,66,53,72,69,65,69,67,73,68,68,75,80,71,45,71,55,73,1,0,0,1
23,68,74,0.005319148936170213,1,3,0.009214656911875736,69,20,0.0,65,54,69,57,67,67,53,64,68,69,78,80,64,65,67,48,71,1,1,0,0
30,69,69,0.012411347517730497,1,2,0.007007024685743553,68,20,0.0,31,74,59,66,47,54,39,33,69,69,74,68,66,76,45,63,70,3,0,0,0
21,69,77,0.012411347517730497,1,3,0.010980762692781485,75,22,0.0,66,44,65,33,66,36,29,57,66,61,46,77,31,39,38,43,67,1,1,0,1
24,74,79,0.014184397163120567,1,3,0.0047993924596113685,75,19,0.0,73,48,70,62,72,70,70,63,73,70,79,78,69,66,60,55,66,1,0,0,0
32,77,77,0.05673758865248227,2,4,0.04895203698225505,75,19,0.0,75,70,78,75,77,79,70,74,78,79,86,77,80,77,77,68,79,6,1,0,1
32,63,63,0.0035460992907801418,1,2,0.002454887035458989,61,19,0.0,63,52,66,50,54,65,65,64,62,59,62,68,62,59,66,64,59,1,1,0,0
19,52,70,0.0,1,2,0.0009978497662117473,55,21,0.0,45,45,42,41,54,41,39,43,55,50,53,55,41,48,51,53,48,0,1,0,1
34,67,67,0.0035460992907801418,1,2,0.0022606153995593566,67,19,0.0,35,22,55,39,48,31,22,51,53,59,43,34,36,16,31,32,64,2,1,0,1
26,63,68,0.0,1,2,0.002993549298635242,61,19,0.0,22,25,60,20,55,29,25,54,60,49,35,61,22,20,32,31,62,0,1,0,1
24,64,70,0.0035460992907801418,1,2,0.004357866014384932,68,19,0.0,60,45,61,41,58,55,56,56,62,73,55,74,59,64,65,54,68,0,0,0,0
29,67,67,0.0035460992907801418,1,3,0.0047993924596113685,63,20,0.0,59,61,62,56,70,65,49,57,64,65,63,62,58,61,55,57,66,1,0,0,1
22,57,67,0.0017730496453900709,1,2,0.0009625276505936323,68,20,0.0,62,40,59,37,60,36,30,48,52,49,55,49,45,48,38,35,40,0,0,1,1
34,68,68,0.0035460992907801418,1,2,0.0018764873922123566,66,20,0.0,65,53,65,53,61,52,51,63,65,71,65,75,66,59,68,67,63,0,1,0,1
24,72,77,0.01950354609929078,1,2,0.024668082494801027,72,20,0.0,37,33,69,35,53,41,34,61,58,64,71,81,51,54,56,55,68,1,0,1,1
19,64,81,0.0,1,3,0.01009770980232861,66,21,0.0,36,64,57,54,66,47,33,41,65,56,66,56,49,57,57,66,65,0,0,0,1
19,54,70,0.0,1,2,0.0011347229642319427,67,21,0.0,43,29,60,30,51,36,33,49,53,47,46,54,28,32,40,48,48,0,1,0,0
28,61,62,0.0,1,2,0.0014526220047949771,64,20,0.0,57,45,63,31,58,40,33,63,59,52,50,69,49,40,54,45,52,0,1,0,1
22,72,78,0.014184397163120567,1,3,0.02687571472093321,72,22,0.0,67,46,74,48,72,59,65,69,69,69,60,77,59,59,67,40,68,0,1,0,0
32,59,59,0.0017730496453900709,1,2,0.0007152728412668277,61,19,0.0,52,17,48,22,47,37,30,54,52,64,19,63,19,54,38,28,47,0,0,1,1
28,73,74,0.014184397163120567,1,2,0.027758767611386084,71,21,0.0,34,40,62,27,49,26,24,60,58,62,73,73,37,45,40,39,64,1,1,0,1
24,68,74,0.0017730496453900709,1,2,0.006565498240517116,66,21,0.0,53,32,70,35,43,35,45,64,67,62,47,90,44,46,58,42,65,0,1,0,1
28,70,70,0.010638297872340425,1,3,0.017603659371178037,71,20,0.0,33,75,55,65,62,66,41,32,65,69,74,57,68,68,59,67,64,0,1,0,1
26,68,69,0.005319148936170213,1,3,0.007890077576196426,68,19,0.0,65,61,64,61,67,81,73,57,67,62,74,70,66,59,58,64,66,1,1,0,1
22,59,69,0.0,1,2,0.0017661057809057474,65,20,0.0,61,43,60,38,56,35,32,49,52,58,40,68,41,53,52,39,47,0,1,0,1
27,70,71,0.0035460992907801418,1,3,0.014954500699819415,70,22,0.0,63,63,69,60,75,61,52,65,72,72,63,67,65,67,70,51,62,0,0,1,1
22,61,69,0.0,1,2,0.002454887035458989,68,19,0.0,60,30,43,32,61,44,40,33,43,58,37,64,29,54,41,44,56,0,1,0,0
28,67,67,0.010638297872340425,1,2,0.005240918904837805,71,20,0.0,30,65,63,66,59,43,38,49,69,64,68,64,64,69,48,72,66,2,0,0,1
30,68,68,0.0070921985815602835,1,3,0.0047993924596113685,69,22,0.0,63,63,70,58,66,57,62,68,65,66,65,73,66,64,70,52,55,1,1,0,1
22,62,67,0.0,1,2,0.0028964134806854255,69,21,0.0,53,59,60,56,60,54,51,52,67,56,67,55,58,58,68,60,58,0,0,0,1
19,57,73,0.005319148936170213,1,3,0.0047993924596113685,68,19,0.0,50,60,50,52,65,52,45,42,63,40,66,52,49,55,52,69,50,0,0,0,1
23,78,83,0.09929078014184398,2,4,0.12224542688984356,79,22,0.0,65,75,75,75,83,78,74,69,87,73,76,75,66,80,73,69,73,6,0,0,0
24,75,81,0.01950354609929078,1,3,0.07411904436016195,70,20,0.0,52,47,71,40,70,45,40,68,72,66,63,90,44,57,64,42,73,3,0,0,1
20,52,63,0.0017730496453900709,1,1,0.0005916454366034254,76,19,0.0,13,7,29,7,7,14,10,21,11,40,19,24,9,8,24,12,35,0,0,0,1
20,69,83,0.03368794326241135,1,4,0.0047993924596113685,74,20,0.0,65,63,64,51,76,66,40,58,72,58,53,61,57,62,65,64,65,2,0,0,1
23,67,74,0.024822695035460994,1,3,0.009214656911875736,73,22,0.0,66,59,63,51,72,60,35,58,66,62,61,61,49,58,59,56,60,1,0,0,1
19,69,84,0.0070921985815602835,1,3,0.0047993924596113685,70,19,0.0,64,45,70,64,76,61,57,55,72,56,58,61,49,68,69,56,65,0,0,0,1
28,72,74,0.010638297872340425,1,2,0.02246045026866884,70,21,0.0,35,36,70,31,58,44,34,64,63,66,59,70,37,52,58,30,67,0,1,0,1
22,74,81,0.028368794326241134,1,3,0.08118346748378494,80,22,0.0,75,73,69,52,78,63,52,72,75,70,53,58,42,69,66,53,55,0,1,0,1
31,73,73,0.02304964539007092,2,3,0.02246045026866884,71,21,0.0,62,58,77,60,69,54,53,76,70,74,75,75,72,60,64,52,76,3,1,0,1
29,66,66,0.0035460992907801418,1,3,0.003532211561811495,67,21,0.0,64,65,67,56,68,59,32,67,67,67,67,92,68,68,64,53,52,0,0,0,1
26,76,79,0.010638297872340425,1,3,0.0555749336606516,66,19,0.0,70,70,80,65,80,70,75,76,80,58,72,68,71,66,74,56,68,3,1,0,1
21,61,73,0.0070921985815602835,1,2,0.0037176526688065983,72,20,0.0,57,42,49,41,65,52,43,42,64,47,54,51,46,59,57,53,48,0,0,0,1
20,57,71,0.0035460992907801418,1,2,0.002172310110514069,77,20,0.0,26,20,47,23,30,30,21,29,38,55,42,61,17,27,33,28,50,0,0,0,1
23,64,69,0.0017730496453900709,1,3,0.0047993924596113685,64,19,0.0,57,51,67,37,63,48,47,63,65,55,49,72,49,48,55,58,58,0,1,0,1
35,70,70,0.01950354609929078,1,3,0.0074485511309699895,72,21,0.0,66,62,71,71,72,64,61,58,67,68,56,51,54,70,73,64,67,1,0,0,0
31,71,71,0.014184397163120567,1,2,0.014954500699819415,71,20,0.0,74,42,62,36,60,52,47,64,62,71,72,78,56,44,46,44,68,1,1,0,0
30,73,73,0.026595744680851064,2,3,0.027758767611386084,70,20,0.0,70,62,73,66,76,68,65,68,74,74,67,73,63,70,74,63,72,0,0,0,1
22,80,85,0.02304964539007092,2,1,0.09442926084057805,78,21,75.0,15,12,33,13,26,30,17,26,38,78,21,39,17,11,62,27,57,1,0,1,1
26,73,78,0.0,1,2,0.04497829897521712,73,22,72.0,54,45,75,33,50,62,60,76,57,71,62,70,51,24,41,39,66,2,1,0,0
24,67,73,0.0035460992907801418,1,3,0.007007024685743553,72,19,0.0,49,45,70,39,63,49,45,67,67,64,61,73,52,62,69,39,63,0,1,0,1
20,52,65,0.0,1,1,0.0006048912299602185,62,21,0.0,18,11,25,12,15,18,14,30,14,40,24,23,13,10,45,18,34,0,0,0,1
33,62,62,0.0,1,2,0.0013157488067747818,65,21,0.0,62,47,68,33,52,39,56,64,61,71,49,73,61,37,62,61,51,0,1,0,1
34,64,64,0.0017730496453900709,2,2,0.0013334098645838392,62,19,0.0,43,35,55,42,45,44,42,53,46,58,55,60,43,25,45,51,65,0,1,0,1
29,64,64,0.0,1,1,0.0017307836652876323,68,21,0.0,11,8,19,9,5,12,12,23,16,56,20,20,7,7,21,13,31,0,1,0,1
21,55,65,0.0,1,2,0.000993434501759483,69,21,0.0,35,70,47,51,61,44,38,33,54,61,60,57,60,51,50,68,49,0,1,0,1
20,65,74,0.005319148936170213,1,2,0.0061239717952906786,67,19,0.0,41,44,66,41,59,38,41,60,66,71,64,76,60,59,60,40,66,0,1,0,1
32,69,69,0.0070921985815602835,1,3,0.0061239717952906786,68,21,0.0,59,47,70,54,64,62,64,66,68,73,56,79,58,63,67,53,68,0,1,0,1
22,84,88,0.18439716312056736,2,2,0.2891424231854367,83,24,79.0,36,40,77,28,63,30,27,67,73,80,66,76,44,34,49,44,75,0,0,0,1
29,81,81,0.12056737588652482,2,2,0.10502589552601253,80,21,0.0,43,39,74,54,58,33,30,69,60,78,73,83,62,49,65,34,81,2,0,0,1
28,69,71,0.0035460992907801418,1,2,0.0061239717952906786,65,19,0.0,46,22,55,23,48,25,29,49,52,63,56,71,24,32,46,35,73,1,1,0,1
27,74,75,0.030141843971631204,2,3,0.04806898409180218,70,19,0.0,63,77,71,76,68,65,44,59,72,72,73,70,67,73,68,68,70,0,1,0,1
26,69,72,0.0035460992907801418,1,1,0.006565498240517116,69,19,0.0,19,19,30,14,22,15,20,28,27,67,30,40,13,17,55,26,63,0,1,0,1
32,64,64,0.0017730496453900709,1,2,0.0047993924596113685,66,19,0.0,46,60,53,56,54,48,35,41,57,62,72,83,56,63,65,59,61,1,0,0,1
23,66,70,0.0035460992907801418,1,2,0.005240918904837805,69,21,0.0,37,34,63,29,55,35,27,50,62,64,45,55,38,37,30,48,49,0,1,0,1
23,63,71,0.0017730496453900709,1,3,0.0047993924596113685,64,19,0.0,50,62,57,52,65,45,29,54,64,53,62,71,56,60,55,57,56,4,0,0,0
38,67,67,0.008865248226950355,1,3,0.002468132828815782,72,19,0.0,72,66,72,57,63,73,77,71,70,58,75,34,70,69,73,86,70,2,0,0,0
24,68,73,0.005319148936170213,1,3,0.0074485511309699895,70,20,0.0,61,42,60,29,67,53,45,46,65,63,51,80,45,48,53,44,65,1,0,0,1
18,56,70,0.0,1,2,0.0015011899137698853,64,21,0.0,35,25,41,31,31,41,27,43,32,50,39,50,30,22,31,35,41,0,0,0,1
22,68,77,0.010638297872340425,1,2,0.011863815583234358,77,21,0.0,61,38,68,39,53,58,33,58,66,72,46,64,41,45,35,38,54,0,0,0,1
33,73,73,0.010638297872340425,2,3,0.01981129159731022,68,23,0.0,76,66,76,64,70,70,73,71,71,74,70,76,70,74,80,67,73,3,0,0,1
26,70,73,0.0070921985815602835,1,2,0.012746868473687232,68,21,0.0,55,43,67,53,61,53,55,59,63,62,65,86,49,55,55,51,69,0,1,0,1
20,67,84,0.0070921985815602835,1,3,0.014954500699819415,77,21,0.0,68,40,69,31,70,63,49,63,68,60,63,67,37,57,49,41,58,0,0,0,0
23,69,74,0.008865248226950355,1,3,0.009656183357102173,69,19,0.0,62,69,68,66,72,68,62,67,68,70,67,66,68,63,69,58,65,3,0,0,1
26,58,59,0.0017730496453900709,1,2,0.0014172998891768623,64,21,0.0,38,35,63,11,53,15,15,47,64,60,25,72,68,52,53,24,67,0,0,0,1
18,67,79,0.005319148936170213,1,2,0.009214656911875736,76,24,0.0,26,26,52,28,32,32,31,34,52,62,48,63,25,30,30,47,60,0,0,0,1
19,62,75,0.0,1,1,0.003929585362515288,69,20,0.0,14,6,22,9,14,13,12,18,18,50,26,22,5,11,41,17,46,0,0,0,1
34,69,69,0.005319148936170213,2,2,0.002384242804222759,70,20,0.0,67,30,66,48,65,63,58,57,66,71,52,62,46,42,65,55,76,4,0,1,0
21,54,67,0.0017730496453900709,1,2,0.0015365120293880001,66,20,0.0,50,53,38,41,60,40,42,27,56,54,58,59,54,54,49,61,44,0,1,0,1
28,64,64,0.0,1,2,0.002013360590232552,66,20,0.0,28,28,36,30,36,29,33,32,46,60,54,64,29,30,30,41,56,0,1,0,1
31,68,68,0.0035460992907801418,1,2,0.0047993924596113685,66,20,0.0,71,31,61,23,61,54,32,45,58,63,43,80,35,31,44,34,57,0,1,0,0
30,69,69,0.030141843971631204,1,3,0.007890077576196426,73,19,0.0,76,58,71,67,68,73,71,68,71,65,54,77,69,65,72,70,68,2,0,0,1
25,61,63,0.0017730496453900709,1,3,0.0047993924596113685,62,19,0.0,58,57,57,37,67,48,39,56,66,44,45,52,46,57,55,46,45,1,1,0,0
23,61,69,0.0,1,2,0.002507870208886161,62,23,0.0,63,29,64,31,61,49,36,61,64,58,52,66,50,50,62,43,50,0,0,0,1
20,70,80,0.0,1,3,0.030407926282744704,71,20,0.0,65,58,75,36,69,70,65,73,73,64,68,59,67,59,72,43,54,0,0,0,0
21,58,65,0.0017730496453900709,1,2,0.0012009519310159083,72,21,0.0,30,28,40,30,35,34,28,35,41,52,43,62,22,31,32,44,42,0,0,0,1
32,77,77,0.024822695035460994,1,1,0.048510510537028616,73,22,0.0,10,9,29,10,10,9,10,30,28,74,22,38,8,6,27,24,61,1,1,0,1
34,64,64,0.0,1,2,0.0008830528904528737,63,20,0.0,73,46,64,39,56,70,70,64,62,61,57,69,52,44,65,62,56,2,1,0,0
23,63,68,0.0,1,3,0.0026359128780018277,65,20,0.0,59,41,57,30,61,45,35,37,58,58,44,74,36,49,40,40,57,0,1,0,1
27,67,68,0.01950354609929078,1,2,0.0074485511309699895,67,22,0.0,57,66,61,55,58,30,29,35,66,62,69,75,55,67,59,63,58,1,0,0,1
31,71,71,0.01773049645390071,1,2,0.014071447809366542,74,19,0.0,44,48,68,30,55,42,41,68,66,66,78,76,76,37,47,39,66,2,0,0,1
28,65,65,0.0017730496453900709,1,3,0.003117176703298644,68,19,0.0,58,62,58,62,65,56,29,34,63,60,64,52,51,63,56,56,57,3,0,0,1
20,61,75,0.0,1,2,0.0047993924596113685,61,19,0.0,51,21,55,29,48,28,29,44,48,58,40,67,32,27,43,33,55,0,1,0,1
31,82,82,0.0797872340425532,1,2,0.13858190536322174,74,21,81.0,61,53,82,57,77,54,57,78,76,80,60,93,59,58,77,77,81,3,0,0,1
27,67,71,0.010638297872340425,1,1,0.0061239717952906786,73,19,0.0,15,14,31,13,14,12,14,27,17,55,23,25,17,11,27,16,53,0,1,0,1
21,60,73,0.0017730496453900709,1,2,0.0036955763465452763,71,20,0.0,55,45,63,40,57,43,42,61,58,62,62,64,35,58,54,51,57,0,1,0,0
25,78,80,0.04964539007092199,1,3,0.08206652037423781,78,22,0.0,79,39,75,52,73,64,49,70,74,76,65,87,55,67,64,40,65,0,1,0,1
20,66,74,0.0017730496453900709,1,3,0.0061239717952906786,71,20,0.0,42,56,67,33,67,34,42,66,68,68,61,73,63,61,61,50,70,0,1,0,1
